property_id,url,property_type,price,number_of_bedrooms,municipality_url,livable_surface,vat,number_of_bathrooms,elevator,type_of_heating,state_of_the_property,specific_primary_energy_consumption,number_of_toilets,number_of_facades,flooding_area_type,furnished,availability,currently_leased,certification_electrical_installation,running_water,build_year,total_land_surface,cadastral_income,type_of_glazing,floor_of_appartment,garage,preemption_right,orientation_of_the_front_facade,epc_peb_reference,attic,surface_of_living_room,gas,surface_terrace,access_for_disabled,urbanism_affectation,number_of_parking_places_outdoor_,frontage_width,validity_date_epc_peb,number_of_floors,surface_garden,kitchen_equipment,sewer_connection,surface_kitchen,kitchen_type,surface_bedroom_1,ground_depth,surface_bedroom_2,the_property_and_or_its_surroundings_are_protected_,swimming_pool,alarm,building_permission_granted,surface_bedroom_3,cellar,yearly_total_primary_energy_consumption,buildable_surface,terrain_width_at_the_roadside,number_of_garages,planning_permission_granted,balcony,postal_code,municipality,air_conditioning,g_score,p_score,surface_bedroom_4,water_sensitive_open_space_areas,certification_as_build_,garden_orientation,number_of_parking_spaces_indoor_,rain_water_tank,demarcated_flooding_area,co2_emission,number_of_showers,wash_room,entry_phone,surface_of_the_cellar_s_,fireplace,vat_applied_,certification_electrical_installation_validity,solar_panels,floor_heating,opportunity_for_professional,total_surface,adaptations_for_elderlies,level_e,level_k,garden,terrace,609af22983804603bea6649c89f568ac_pdf,3db7d3c8c5b0480fbe5874334949d458_pdf,61b91a4b75064bec8e90edc245196cae_pdf,0aa4be20656b4c69943fca725b87c92c_jpg,4316af2f60b841a6be640faa59e71f6e_jpg,certification_gasoil_tank,327d87d3989f41d8aa4d1a93f8e28b96_pdf,bf93099045124c7aac67041293f89dd4_pdf,b9ccbcc6a522446085f7b2eb40d1acbe_pdf,55900e2f20d8400d84006a1e784eb1ea_png,aba_44025b030100m000_20250510243_pdf,vgi_uittreksel_2025_06_10_10_35_07z_pdf,vip_00529271_pdf,sbestattest_oude_heirbaan_125_9800_deinze_pdf,certificaat_20201112_0002338682_res_1_pdf
VBD34786,https://immovlan.be/en/detail/residence/for-sale/4020/liege/vbd34786,house,209000.0,3.0,liege,110.0,0.0,1.0,0.0,Fuel oil,Fully renovated,338.0,1.0,,,0.0,On contract,0.0,"yes, certificate in accordance",,,105.0,438.0,,,,0.0,West,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VBD39389,https://immovlan.be/en/detail/residence/for-sale/4030/grivegnee/vbd39389,house,255000.0,4.0,grivegnee,176.0,0.0,1.0,0.0,Gas,To renovate,166.0,2.0,,no flooding area,0.0,On contract,0.0,"yes, certificate in accordance",,,95.0,532.0,,,,0.0,North-east,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VBD39770,https://immovlan.be/en/detail/residence/for-sale/4030/grivegnee/vbd39770,house,84000.0,2.0,grivegnee,50.0,0.0,1.0,0.0,Gas,To renovate,303.0,1.0,,no flooding area,0.0,On contract,1.0,"No, certificate does not comply",,,41.0,193.0,,,,0.0,North,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a demarcated riparian zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VBD39434,https://immovlan.be/en/detail/mixed-building/for-sale/4000/liege/vbd39434,house,420000.0,5.0,liege,,0.0,3.0,0.0,Fuel oil,Normal,341.0,3.0,,,0.0,,,,,,266.0,2845.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VBD40290,https://immovlan.be/en/detail/mixed-building/for-sale/4000/liege/vbd40290,house,349000.0,2.0,liege,422.0,0.0,2.0,0.0,Gas,To renovate,327.0,4.0,,no flooding area,0.0,On contract,,,,,415.0,939.0,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VBD40278,https://immovlan.be/en/detail/residence/for-sale/4032/chenee/vbd40278,house,349000.0,3.0,chenee,156.0,0.0,1.0,,Gas,Normal,272.0,2.0,,no flooding area,,,,"yes, certificate in accordance",,,1364.0,1202.0,,,,,,,,37.0,,,,,,,,,1274.0,,,,,,92 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VBD39034,https://immovlan.be/en/detail/residence/for-sale/4000/liege/vbd39034,house,299000.0,2.0,liege,134.0,0.0,1.0,,Gas,Normal,376.0,2.0,,,0.0,On contract,,"No, certificate does not comply",,,205.0,470.0,,,,,,,,10.0,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VBD40279,https://immovlan.be/en/detail/residence/for-sale/4000/rocourt/vbd40279,house,245000.0,3.0,rocourt,,0.0,,,Gas,To be renovated,407.0,2.0,,,,On contract,0.0,"No, certificate does not comply",,,228.0,798.0,,,,,North-east,20250909016029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VBD40333,https://immovlan.be/en/detail/mixed-building/for-sale/4000/liege/vbd40333,house,599000.0,4.0,liege,285.0,0.0,3.0,0.0,,Normal,216.0,,,no flooding area,0.0,,1.0,"yes, certificate in accordance",,,152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VBD40611,https://immovlan.be/en/detail/master-house/for-sale/4000/liege/vbd40611,house,499000.0,4.0,liege,180.0,0.0,2.0,,Gas,Excellent,270.0,3.0,,,0.0,On contract,,"yes, certificate in accordance",,,156.0,1063.0,,,,,,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VBD40697,https://immovlan.be/en/detail/residence/for-sale/4000/liege/vbd40697,house,175000.0,3.0,liege,126.0,0.0,1.0,0.0,Fuel oil,To renovate,367.0,1.0,,no flooding area,0.0,On contract,,"No, certificate does not comply",,,117.0,483.0,,,,,North,,,27.0,,,,,,,,,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VBD40413,https://immovlan.be/en/detail/master-house/for-sale/4020/liege/vbd40413,house,595000.0,7.0,liege,260.0,0.0,1.0,0.0,Gas,To be renovated,450.0,5.0,,,0.0,,0.0,,,,205.0,1700.0,,,,,,20251014014402,,59.0,,,,,,,,,65.0,,,,,,,,,,,,,,,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
