property_id,url,property_type,price,number_of_bedrooms,municipality_url,livable_surface,vat,number_of_bathrooms,elevator,type_of_heating,state_of_the_property,specific_primary_energy_consumption,number_of_toilets,number_of_facades,flooding_area_type,furnished,availability,currently_leased,certification_electrical_installation,running_water,build_year,total_land_surface,cadastral_income,type_of_glazing,floor_of_appartment,garage,preemption_right,orientation_of_the_front_facade,epc_peb_reference,attic,surface_of_living_room,gas,surface_terrace,access_for_disabled,urbanism_affectation,number_of_parking_places_outdoor_,frontage_width,validity_date_epc_peb,number_of_floors,surface_garden,kitchen_equipment,sewer_connection,surface_kitchen,kitchen_type,surface_bedroom_1,ground_depth,surface_bedroom_2,the_property_and_or_its_surroundings_are_protected_,swimming_pool,alarm,building_permission_granted,surface_bedroom_3,cellar,yearly_total_primary_energy_consumption,buildable_surface,terrain_width_at_the_roadside,number_of_garages,planning_permission_granted,balcony,postal_code,municipality,air_conditioning,g_score,p_score,surface_bedroom_4,water_sensitive_open_space_areas,certification_as_build_,garden_orientation,number_of_parking_spaces_indoor_,rain_water_tank,demarcated_flooding_area,co2_emission,number_of_showers,wash_room,entry_phone,surface_of_the_cellar_s_,fireplace,vat_applied_,certification_electrical_installation_validity,solar_panels,floor_heating,opportunity_for_professional,total_surface,adaptations_for_elderlies,level_e,level_k,garden,terrace,609af22983804603bea6649c89f568ac_pdf,3db7d3c8c5b0480fbe5874334949d458_pdf,61b91a4b75064bec8e90edc245196cae_pdf,0aa4be20656b4c69943fca725b87c92c_jpg,4316af2f60b841a6be640faa59e71f6e_jpg,certification_gasoil_tank,327d87d3989f41d8aa4d1a93f8e28b96_pdf,bf93099045124c7aac67041293f89dd4_pdf,b9ccbcc6a522446085f7b2eb40d1acbe_pdf,55900e2f20d8400d84006a1e784eb1ea_png,aba_44025b030100m000_20250510243_pdf,vgi_uittreksel_2025_06_10_10_35_07z_pdf,vip_00529271_pdf,sbestattest_oude_heirbaan_125_9800_deinze_pdf,certificaat_20201112_0002338682_res_1_pdf
RWC41114,https://immovlan.be/en/detail/apartment/for-sale/8400/oostende/rwc41114,apartment,269000.0,3.0,oostende,88.0,0.0,,,Not specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RWC41115,https://immovlan.be/en/detail/apartment/for-sale/8400/oostende/rwc41115,apartment,158000.0,2.0,oostende,75.0,0.0,1.0,,Gas,Normal,357.0,,,no flooding area,,Immediately,0.0,,1.0,1963.0,,,Double glass,3.0,1.0,0.0,,,,,1.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RWC41116,https://immovlan.be/en/detail/penthouse/for-sale/8400/oostende/rwc41116,apartment,237000.0,1.0,oostende,54.0,0.0,1.0,1.0,Electricity,Excellent,394.0,,2.0,no flooding area,,Immediately,0.0,"yes, certificate in accordance",1.0,2006.0,,787.0,Double glass,5.0,,0.0,,,,,,49.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RWC41124,https://immovlan.be/en/detail/apartment/for-sale/8400/oostende/rwc41124,apartment,170000.0,2.0,oostende,75.0,0.0,1.0,1.0,Electricity,Normal,220.0,,,no flooding area,,Immediately,0.0,"yes, certificate in accordance",1.0,1999.0,,991.0,Double glass,3.0,,0.0,South,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBU60263,https://immovlan.be/en/detail/apartment/for-sale/8400/oostende/rbu60263,apartment,349000.0,,oostende,70.0,0.0,,1.0,,,398.0,,2.0,,,,0.0,"yes, certificate in accordance",,2000.0,,,,0.0,,,,,,,,,,"Residential zone (residential, urban)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBU60278,https://immovlan.be/en/detail/studio/for-sale/8400/oostende/rbu60278,apartment,149000.0,,oostende,33.0,0.0,1.0,1.0,Gas,,97.0,,,no flooding area,1.0,,0.0,"No, certificate does not comply",1.0,1995.0,,614.0,Double glass,3.0,,,,3714860,,,,,,"Residential zone (residential, urban)",,,21/10/2035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBU60557,https://immovlan.be/en/detail/apartment/for-sale/8400/oostende/rbu60557,apartment,170000.0,2.0,oostende,57.0,0.0,1.0,,,Excellent,170.0,,,,,,,,,,,,,1.0,1.0,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBU60561,https://immovlan.be/en/detail/apartment/for-sale/8400/oostende/rbu60561,apartment,135000.0,1.0,oostende,73.0,0.0,,,,,281.0,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBU60559,https://immovlan.be/en/detail/apartment/for-sale/8400/oostende/rbu60559,apartment,245000.0,1.0,oostende,75.0,0.0,1.0,,,Excellent,,,,,0.0,,,,,,,,,,1.0,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBU60562,https://immovlan.be/en/detail/studio/for-sale/8400/oostende/rbu60562,apartment,209000.0,,oostende,44.0,0.0,1.0,1.0,Gas,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBU60563,https://immovlan.be/en/detail/apartment/for-sale/8400/oostende/rbu60563,apartment,175000.0,2.0,oostende,84.0,0.0,1.0,,,To be renovated,143.0,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBU60565,https://immovlan.be/en/detail/apartment/for-sale/8400/oostende/rbu60565,apartment,235000.0,2.0,oostende,100.0,0.0,1.0,0.0,,Normal,155.0,1.0,2.0,no flooding area,,On contract,1.0,"yes, certificate in accordance",1.0,,,,Double glass,1.0,,0.0,North-east,,,,1.0,,1.0,,,,10/07/2035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RWC41128,https://immovlan.be/en/detail/apartment/for-sale/8400/oostende/rwc41128,apartment,128000.0,1.0,oostende,63.0,0.0,1.0,,Gas,,360.0,,2.0,no flooding area,,Immediately,0.0,,,1939.0,,344.0,Double glass,2.0,,0.0,South,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBU62002,https://immovlan.be/en/detail/apartment/for-sale/8400/oostende/rbu62002,apartment,239300.0,1.0,oostende,66.0,0.0,1.0,,,,,1.0,,,,,0.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBU60785,https://immovlan.be/en/detail/apartment/for-sale/8400/oostende/rbu60785,apartment,235000.0,2.0,oostende,65.0,0.0,1.0,,,Excellent,149.0,,,,0.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBU62003,https://immovlan.be/en/detail/apartment/for-sale/8400/oostende/rbu62003,apartment,287300.0,2.0,oostende,84.0,0.0,1.0,,,,,1.0,,,,,0.0,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBU62004,https://immovlan.be/en/detail/apartment/for-sale/8400/oostende/rbu62004,apartment,307500.0,2.0,oostende,92.0,0.0,2.0,,,,,1.0,,,,,0.0,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RWC41147,https://immovlan.be/en/detail/apartment/for-sale/8400/oostende/rwc41147,apartment,249000.0,2.0,oostende,82.0,0.0,1.0,1.0,Gas,Excellent,284.0,,,no flooding area,,Immediately,0.0,,,1968.0,,,Double glass,1.0,,0.0,,,,,1.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBU62016,https://immovlan.be/en/detail/apartment/for-sale/8400/oostende/rbu62016,apartment,209000.0,1.0,oostende,30.0,0.0,,,,,187.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBU62542,https://immovlan.be/en/detail/apartment/for-sale/8400/oostende/rbu62542,apartment,319000.0,3.0,oostende,111.0,0.0,1.0,1.0,Gas,New,116.0,1.0,2.0,no flooding area,0.0,,1.0,,1.0,,,1313.0,Double glass,1.0,1.0,0.0,South,,,,1.0,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBU62338,https://immovlan.be/en/detail/apartment/for-sale/8400/oostende/rbu62338,apartment,229000.0,1.0,oostende,50.0,0.0,1.0,1.0,Gas,,116.0,1.0,,no flooding area,,,0.0,,1.0,1964.0,,768.0,Double glass,5.0,,,,3720693,,,1.0,2.0,,"Residential zone (residential, urban)",,,30/10/2035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS36115,https://immovlan.be/en/detail/apartment/for-sale/8400/oostende/rbs36115,apartment,265000.0,1.0,oostende,63.0,0.0,1.0,0.0,Gas,,124.0,1.0,,no flooding area,,,0.0,,,1979.0,,,,,,0.0,,20230318-0002838686-RES-1,,,,,0.0,"Residential zone (residential, urban)",,,,,,,,,,,,,0.0,,0.0,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS43523,https://immovlan.be/en/detail/duplex/for-sale/8400/oostende/rbs43523,apartment,615000.0,2.0,oostende,,,2.0,0.0,,New,,2.0,,no flooding area,0.0,Immediately,0.0,,1.0,,,,Simple glass,4.0,,0.0,,,,,0.0,8.0,0.0,"Residential zone (residential, urban)",,,,,,,,,,,,,0.0,,0.0,,,,,,,,,0.0,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS99295,https://immovlan.be/en/detail/penthouse/for-sale/8400/oostende/rbs99295,apartment,799000.0,2.0,oostende,128.0,0.0,1.0,1.0,Gas,Excellent,103.0,1.0,4.0,no flooding area,1.0,,0.0,"yes, certificate in accordance",1.0,2013.0,,1141.0,Double glass,6.0,,,,,,,1.0,,,"Residential zone (residential, urban)",,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS99299,https://immovlan.be/en/detail/apartment/for-sale/8400/oostende/rbs99299,apartment,315000.0,1.0,oostende,60.0,0.0,1.0,1.0,Gas,Excellent,55.0,1.0,2.0,no flooding area,,,0.0,"yes, certificate in accordance",1.0,2019.0,,,Double glass,1.0,,,,,,,1.0,,,"Residential zone (residential, urban)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS99279,https://immovlan.be/en/detail/apartment/for-sale/8400/oostende/rbs99279,apartment,490000.0,3.0,oostende,101.0,0.0,1.0,1.0,Gas,Excellent,178.0,1.0,2.0,no flooding area,1.0,,0.0,"yes, certificate in accordance",1.0,,,976.0,Double glass,4.0,1.0,,,,,,1.0,,,"Residential zone (residential, urban)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS99302,https://immovlan.be/en/detail/apartment/for-sale/8400/oostende/rbs99302,apartment,289000.0,1.0,oostende,60.0,0.0,1.0,1.0,Gas,Excellent,55.0,1.0,2.0,no flooding area,,,0.0,"yes, certificate in accordance",1.0,2019.0,,,Double glass,1.0,,,,,,,1.0,,,"Residential zone (residential, urban)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBT05361,https://immovlan.be/en/detail/apartment/for-sale/8400/oostende/rbt05361,apartment,389000.0,2.0,oostende,92.0,0.0,1.0,1.0,Electricity,Excellent,186.0,1.0,2.0,no flooding area,1.0,,0.0,"yes, certificate in accordance",1.0,2002.0,,,Double glass,5.0,,,,20220329-0002573309-RES-1,,,,,,"Residential zone (residential, urban)",,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBT05928,https://immovlan.be/en/detail/apartment/for-sale/8400/oostende/rbt05928,apartment,265000.0,2.0,oostende,71.0,,1.0,1.0,,,33.0,1.0,,no flooding area,,,0.0,"yes, certificate in accordance",1.0,2025.0,,,,1.0,,,,35013-G-OMV_2019161847/EP16647/A001/D01/SD010,,,1.0,14.0,,"Residential zone (residential, urban)",,,26/01/2034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBT16607,https://immovlan.be/en/detail/apartment/for-sale/8400/oostende/rbt16607,apartment,250000.0,1.0,oostende,51.0,0.0,1.0,0.0,,New,339.0,1.0,,no flooding area,0.0,Immediately,0.0,"yes, certificate in accordance",1.0,,,,Triple glass,0.0,,0.0,,20240730-0003277253-RES-1,,,1.0,,0.0,"Residential zone (residential, urban)",,,,,,,,,,,,,0.0,,0.0,,,,,,,,,0.0,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBT12953,https://immovlan.be/en/detail/apartment/for-sale/8400/oostende/rbt12953,apartment,125000.0,1.0,oostende,85.0,0.0,1.0,,,,381.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS80539,https://immovlan.be/en/detail/apartment/for-sale/8400/oostende/rbs80539,apartment,229000.0,2.0,oostende,78.0,0.0,1.0,0.0,,,283.0,1.0,,no flooding area,,On contract,0.0,,,2006.0,,,,,,0.0,South-east,20250225-0003539272-RES-1,,,,,0.0,"Residential zone (residential, urban)",,,,,,,,,,,,,0.0,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBT20175,https://immovlan.be/en/detail/duplex/for-sale/8400/oostende/rbt20175,apartment,299000.0,3.0,oostende,96.0,0.0,1.0,1.0,,Excellent,213.0,2.0,2.0,no flooding area,,,0.0,"yes, certificate in accordance",1.0,2004.0,,,,2.0,1.0,,,,,,1.0,,,"Residential zone (residential, urban)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBT33309,https://immovlan.be/en/detail/apartment/for-sale/8400/oostende/rbt33309,apartment,259500.0,1.0,oostende,70.0,0.0,,1.0,,New,,,2.0,no flooding area,,,0.0,"yes, certificate in accordance",,2025.0,,,,1.0,,,,,,,,,,"Residential zone (residential, urban)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBT33307,https://immovlan.be/en/detail/apartment/for-sale/8400/oostende/rbt33307,apartment,299500.0,2.0,oostende,100.0,0.0,,1.0,,New,,,2.0,no flooding area,,,0.0,"yes, certificate in accordance",,2025.0,,,,0.0,,,,,,,,,,"Residential zone (residential, urban)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBT42838,https://immovlan.be/en/detail/apartment/for-sale/8400/oostende/rbt42838,apartment,139500.0,,oostende,,0.0,,1.0,,Fully renovated,131.0,,,no flooding area,,,0.0,,,,,,,0.0,,,,,,,1.0,,,"Residential zone (residential, urban)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBT45299,https://immovlan.be/en/detail/apartment/for-sale/8400/oostende/rbt45299,apartment,265000.0,,oostende,50.0,0.0,,1.0,,,131.0,,,no flooding area,,,0.0,,,1965.0,,,,6.0,,,,,,,,,,"Residential zone (residential, urban)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBU01361,https://immovlan.be/en/detail/apartment/for-sale/8400/oostende/rbu01361,apartment,265000.0,,oostende,53.0,0.0,,1.0,,Excellent,128.0,,2.0,no flooding area,,,0.0,"yes, certificate in accordance",,1963.0,,,,5.0,,,,,,,,,,"Residential zone (residential, urban)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBD24559,https://immovlan.be/en/detail/apartment/for-sale/8400/oostende/rbd24559,apartment,290000.0,2.0,oostende,71.0,0.0,1.0,1.0,Electricity,To be renovated,206.0,1.0,,no flooding area,,,0.0,,1.0,2001.0,,,Double glass,1.0,,,South,20210919-0002466020-RES-1,,,,,,"Residential zone (residential, urban)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBI56731,https://immovlan.be/en/detail/apartment/for-sale/8400/oostende/rbi56731,apartment,320000.0,4.0,oostende,145.0,0.0,2.0,0.0,,Normal,345.0,2.0,,,0.0,Immediately,0.0,,0.0,,,,Double glass,0.0,,0.0,,20190731-0002181002-RES-2,,,1.0,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,0.0,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBJ55506,https://immovlan.be/en/detail/apartment/for-sale/8400/oostende/rbj55506,apartment,189000.0,1.0,oostende,62.0,0.0,1.0,,,,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBJ86183,https://immovlan.be/en/detail/apartment/for-sale/8400/oostende/rbj86183,apartment,249000.0,2.0,oostende,67.0,0.0,1.0,0.0,,New,170.0,1.0,,,0.0,Immediately,0.0,"yes, certificate in accordance",1.0,,,,Double glass,2.0,,0.0,,,,,1.0,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,1.0,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBI21029,https://immovlan.be/en/detail/apartment/for-sale/8400/oostende/rbi21029,apartment,195000.0,2.0,oostende,84.0,0.0,1.0,1.0,Fuel oil,Normal,251.0,1.0,2.0,no flooding area,0.0,On contract,,,1.0,1960.0,,800.0,Double glass,2.0,,0.0,East,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBR89785,https://immovlan.be/en/detail/apartment/for-sale/8400/oostende/rbr89785,apartment,195000.0,2.0,oostende,80.0,0.0,1.0,,Gas,,135.0,1.0,,no flooding area,,,0.0,"yes, certificate in accordance",1.0,1962.0,,725.0,Double glass,1.0,,,,2570219,,,1.0,,,"Residential zone (residential, urban)",,,24/03/2032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBR97170,https://immovlan.be/en/detail/apartment/for-sale/8400/oostende/rbr97170,apartment,120000.0,1.0,oostende,54.0,0.0,1.0,0.0,Gas,,384.0,1.0,,no flooding area,,On contract,0.0,,,1968.0,,,Double glass,4.0,,,,20240731-0003323648-RES-1,,,,,0.0,"Residential zone (residential, urban)",,,,,,,,,,,,,0.0,,0.0,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBT45304,https://immovlan.be/en/detail/apartment/for-sale/8400/oostende/rbt45304,apartment,229000.0,1.0,oostende,55.0,0.0,1.0,1.0,Gas,Excellent,122.0,1.0,2.0,no flooding area,,,0.0,"yes, certificate in accordance",1.0,2015.0,,,Double glass,3.0,,,,,,,1.0,,,"Residential zone (residential, urban)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS43524,https://immovlan.be/en/detail/apartment/for-sale/8400/oostende/rbs43524,apartment,315000.0,1.0,oostende,,,1.0,0.0,,New,,1.0,,no flooding area,0.0,Immediately,0.0,,1.0,,,,Simple glass,0.0,,0.0,,,,,0.0,32.0,0.0,"Residential zone (residential, urban)",,,,,,,,,,,,,0.0,,0.0,,,,,,,,,0.0,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS43525,https://immovlan.be/en/detail/apartment/for-sale/8400/oostende/rbs43525,apartment,455000.0,2.0,oostende,,,1.0,1.0,,New,,1.0,,no flooding area,0.0,Immediately,0.0,,1.0,,,,Simple glass,1.0,,0.0,,,,,0.0,10.0,0.0,"Residential zone (residential, urban)",,,,,,,,,,,,,0.0,,0.0,,,,,,,,,0.0,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS43526,https://immovlan.be/en/detail/apartment/for-sale/8400/oostende/rbs43526,apartment,480000.0,2.0,oostende,,,1.0,1.0,,New,,1.0,,no flooding area,0.0,Immediately,0.0,,1.0,,,,Simple glass,2.0,,0.0,,,,,0.0,12.0,0.0,"Residential zone (residential, urban)",,,,,,,,,,,,,0.0,,0.0,,,,,,,,,0.0,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS43527,https://immovlan.be/en/detail/apartment/for-sale/8400/oostende/rbs43527,apartment,495000.0,2.0,oostende,,,1.0,1.0,,New,,1.0,,no flooding area,0.0,Immediately,0.0,,1.0,,,,Simple glass,3.0,,0.0,,,,,0.0,12.0,0.0,"Residential zone (residential, urban)",,,,,,,,,,,,,0.0,,0.0,,,,,,,,,0.0,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VBC32891,https://immovlan.be/en/detail/apartment/for-sale/8400/oostende/vbc32891,apartment,285000.0,1.0,oostende,60.0,,1.0,1.0,Gas,New,52.0,1.0,2.0,,0.0,Immediately,,"yes, certificate in accordance",,2019.0,,,,0.0,,,,,,,,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS41152,https://immovlan.be/en/detail/apartment/for-sale/8400/oostende/rbs41152,apartment,169000.0,2.0,oostende,105.0,0.0,1.0,1.0,Gas,,161.0,1.0,,no flooding area,,On contract,,,,1971.0,,,Double glass,1.0,,0.0,,3509222,,,,,0.0,"Residential zone (residential, urban)",,,,,,,,,,,,,0.0,,0.0,,,,,,,,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS77358,https://immovlan.be/en/detail/apartment/for-sale/8400/oostende/rbs77358,apartment,269500.0,2.0,oostende,100.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS77363,https://immovlan.be/en/detail/penthouse/for-sale/8400/oostende/rbs77363,apartment,374500.0,3.0,oostende,113.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS82543,https://immovlan.be/en/detail/apartment/for-sale/8400/oostende/rbs82543,apartment,150000.0,2.0,oostende,80.0,0.0,1.0,1.0,Gas,,277.0,1.0,,no flooding area,,,0.0,,,1960.0,,,Double glass,2.0,1.0,,,20240610-0003272278-RES-1,,,,,0.0,"Residential zone (residential, urban)",,,,,,,,,,,,,0.0,,0.0,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBU66391,https://immovlan.be/en/detail/apartment/for-sale/9041/oostakker/rbu66391,apartment,399000.0,4.0,oostakker,235.0,0.0,,1.0,,,118.0,,4.0,no flooding area,,,,"yes, certificate in accordance",,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VBD49670,https://immovlan.be/en/detail/apartment/for-sale/9000/gent/vbd49670,apartment,,2.0,gent,101.0,0.0,,1.0,,Excellent,110.0,,2.0,,0.0,Immediately,,"yes, certificate in accordance",,,,,,2.0,1.0,,South-west,,,,,11.0,,,,,26/05/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBU66588,https://immovlan.be/en/detail/apartment/for-sale/8670/koksijde/rbu66588,apartment,339000.0,2.0,koksijde,72.0,0.0,,1.0,,Normal,79.0,,,no flooding area,,,,,,,,,,2.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBU66589,https://immovlan.be/en/detail/apartment/for-sale/8670/koksijde/rbu66589,apartment,235000.0,1.0,koksijde,57.0,0.0,,1.0,,Normal,122.0,,,no flooding area,1.0,,,,,,,732.0,,2.0,,,,20250731-0003654830-RES-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBU66590,https://immovlan.be/en/detail/ground-floor/for-sale/2221/booischot/rbu66590,apartment,295000.0,2.0,booischot,98.0,,,1.0,,New,,,,no flooding area,0.0,,,"yes, certificate in accordance",,,,,,0.0,,0.0,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBU66591,https://immovlan.be/en/detail/apartment/for-sale/2221/booischot/rbu66591,apartment,305000.0,2.0,booischot,103.0,,,1.0,,New,,,,no flooding area,0.0,,,"yes, certificate in accordance",,,,,,0.0,,0.0,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
